"_id",associates,skill
5ad2571b16039cfa0fa2fcb7,"{python=1.0, sql=0.4011627906976744, java=0.3430232558139535, html=0.29651162790697677, javascript=0.29069767441860467, linux=0.28488372093023256, agile=0.26744186046511625, c++=0.18604651162790697, less=0.18023255813953487, big data=0.1686046511627907, go=0.13372093023255813, docker=0.12790697674418605, git=0.12790697674418605, nosql=0.11627906976744186, css=0.11046511627906977, c=0.11046511627906977, php=0.11046511627906977, html5=0.10465116279069768, spark=0.10465116279069768, excel=0.10465116279069768, c#=0.09883720930232558, perl=0.09883720930232558, aws=0.09883720930232558, tensorflow=0.08139534883720931, unix=0.08139534883720931, scala=0.08139534883720931, windows=0.0755813953488372, sql server=0.0755813953488372, ajax=0.06976744186046512, oracle=0.06976744186046512, react=0.06976744186046512, rest=0.06976744186046512, tableau=0.06976744186046512, xml=0.06395348837209303, json=0.06395348837209303, etl=0.06395348837209303, jquery=0.06395348837209303, kafka=0.05813953488372093, ruby=0.05813953488372093, cassandra=0.05232558139534884, node.js=0.05232558139534884, azure=0.05232558139534884, ip=0.05232558139534884, hive=0.05232558139534884, postgresql=0.05232558139534884, restful=0.046511627906976744, jenkins=0.046511627906976744, postgres=0.040697674418604654, google analytics=0.040697674418604654, tcp/ip=0.040697674418604654, mongodb=0.040697674418604654, ansible=0.03488372093023256, bootstrap=0.03488372093023256, matlab=0.03488372093023256, qnx=0.03488372093023256, ios=0.029069767441860465, pytorch=0.029069767441860465, css3=0.029069767441860465, vpn=0.029069767441860465, angular=0.029069767441860465, amazon web services=0.023255813953488372, svn=0.023255813953488372, nltk=0.023255813953488372, keras=0.023255813953488372, ruby on rails=0.023255813953488372, sass=0.023255813953488372, caffe=0.023255813953488372, pandas=0.023255813953488372, pig=0.023255813953488372, angularjs=0.023255813953488372, chef=0.023255813953488372, puppet=0.023255813953488372, theano=0.01744186046511628, boost=0.01744186046511628, asp.net=0.01744186046511628, maya=0.01744186046511628, soap=0.01744186046511628, lua=0.01744186046511628, mxnet=0.011627906976744186, node=0.011627906976744186, d3=0.011627906976744186, solace=0.011627906976744186, corenlp=0.011627906976744186, kaggle=0.011627906976744186, junit=0.011627906976744186, dns=0.011627906976744186, visual studio=0.011627906976744186, vuejs=0.011627906976744186, tfs=0.005813953488372093, jsp=0.005813953488372093, waterfall=0.005813953488372093, backbone=0.005813953488372093, perforce=0.005813953488372093, confluence=0.005813953488372093, jee=0.005813953488372093, t-sql=0.005813953488372093, swift=0.005813953488372093, objective-c=0.005813953488372093, octave=0.005813953488372093, spring framework=0.005813953488372093, mllib=0.005813953488372093, chart.js=0.005813953488372093, d3.js=0.005813953488372093, sip=0.005813953488372093, teradata=0.005813953488372093, tomcat=0.005813953488372093, microstrategy=0.005813953488372093, openshift=0.005813953488372093, scipy=0.005813953488372093, yarn=0.005813953488372093, vb.net=0.005813953488372093, j2ee=0.005813953488372093, maven=0.005813953488372093, samza=0.005813953488372093, crystal reports=0.005813953488372093, grunt=0.005813953488372093, unity=0.005813953488372093, scikit=0.005813953488372093, stata=0.0, jackrabbit=0.0, ibm mq=0.0, travis ci=0.0, pl/sql=0.0, XCTest=0.0, qt=0.0, stl=0.0, cocoa=0.0, cocoa touch=0.0, c#.net=0.0, Spacy=0.0, datasynapse=0.0, bcg=0.0, hibernate=0.0, urbancode=0.0, webspire=0.0, wsdl=0.0, ejb=0.0, core data=0.0, maxscript=0.0, docker swarm=0.0, adobe audience=0.0, gradle=0.0, neo4j=0.0, core animation=0.0, pl sql=0.0, bitbucket=0.0, facebook insights=0.0, XCUI=0.0, cron=0.0, cinder=0.0, xcode=0.0, wpf=0.0, tika=0.0, scoop=0.0, xsd=0.0, code collaborator=0.0, jdbc=0.0, uml=0.0, hadooq=0.0, iginite=0.0, waf=0.0, adobe creative cloud=0.0, h2o=0.0, odbc=0.0, prolog=0.0, servlets=0.0, ip security=0.0, kanban=0.0, wcf=0.0, foxpro=0.0, gtk=0.0, mostache=0.0, Objective C=0.0, akka=0.0, struts=0.0, handlebar=0.0, artifactory=0.0, dom=0.0, maf=0.0, macos=0.0, posttres=0.0, sonarqube=0.0, jsoup=0.0, pivotal=0.0, netconf/yang=0.0, cobal=0.0, cucumber=0.0, circleci=0.0, jms=0.0, natural langauge processing=0.0, webpack=0.0, yocto=0.0, apache spark=0.0, orientdb=0.0, adworks=0.0, unreal engine=0.0, Andriod Studio=0.0, google protocol buffers=0.0, elixir=0.0, jade=0.0, firebasemessaging=0.0, qml=0.0, rust=0.0, web/db=0.0, jpa=0.0, dhcp=0.0, steamworks=0.0, jeria=0.0, mfc=0.0, fraud managment=0.0, ceph=0.0, srcum=0.0, xslt=0.0, opencv=0.0}",python
5ad27b6d160376ee67b9d19d,"{foxpro=1.0, sql=1.0, excel=0.42857142857142855, sql server=0.2857142857142857, html5=0.14285714285714285, xml=0.14285714285714285, javascript=0.14285714285714285, agile=0.14285714285714285, confluence=0.14285714285714285, go=0.14285714285714285, vpn=0.14285714285714285, vb.net=0.14285714285714285, asp.net=0.14285714285714285, jquery=0.14285714285714285, css=0.0, stata=0.0, jackrabbit=0.0, theano=0.0, ios=0.0, ajax=0.0, java=0.0, ibm mq=0.0, travis ci=0.0, pl/sql=0.0, XCTest=0.0, c#=0.0, qt=0.0, stl=0.0, mxnet=0.0, cocoa=0.0, nosql=0.0, node=0.0, cassandra=0.0, cocoa touch=0.0, boost=0.0, c#.net=0.0, Spacy=0.0, datasynapse=0.0, tfs=0.0, restful=0.0, jsp=0.0, bcg=0.0, amazon web services=0.0, hibernate=0.0, urbancode=0.0, webspire=0.0, d3=0.0, ansible=0.0, wsdl=0.0, spark=0.0, waterfall=0.0, pytorch=0.0, backbone=0.0, ejb=0.0, perforce=0.0, postgres=0.0, core data=0.0, c=0.0, maxscript=0.0, svn=0.0, docker swarm=0.0, adobe audience=0.0, gradle=0.0, neo4j=0.0, solace=0.0, nltk=0.0, core animation=0.0, pl sql=0.0, jee=0.0, bitbucket=0.0, t-sql=0.0, facebook insights=0.0, XCUI=0.0, keras=0.0, corenlp=0.0, big data=0.0, swift=0.0, cron=0.0, objective-c=0.0, oracle=0.0, octave=0.0, cinder=0.0, xcode=0.0, wpf=0.0, spring framework=0.0, node.js=0.0, kaggle=0.0, mllib=0.0, tika=0.0, css3=0.0, scoop=0.0, chart.js=0.0, xsd=0.0, code collaborator=0.0, jdbc=0.0, docker=0.0, d3.js=0.0, uml=0.0, linux=0.0, hadooq=0.0, json=0.0, iginite=0.0, sip=0.0, perl=0.0, waf=0.0, ruby on rails=0.0, junit=0.0, adobe creative cloud=0.0, h2o=0.0, odbc=0.0, teradata=0.0, windows=0.0, prolog=0.0, servlets=0.0, aws=0.0, c++=0.0, tomcat=0.0, react=0.0, ip security=0.0, kanban=0.0, sass=0.0, wcf=0.0, gtk=0.0, azure=0.0, python=0.0, mostache=0.0, ip=0.0, caffe=0.0, dns=0.0, Objective C=0.0, akka=0.0, microstrategy=0.0, angular=0.0, struts=0.0, kafka=0.0, handlebar=0.0, hive=0.0, artifactory=0.0, dom=0.0, openshift=0.0, bootstrap=0.0, tensorflow=0.0, maf=0.0, jenkins=0.0, macos=0.0, posttres=0.0, scipy=0.0, sonarqube=0.0, jsoup=0.0, pandas=0.0, pivotal=0.0, netconf/yang=0.0, google analytics=0.0, php=0.0, yarn=0.0, cobal=0.0, cucumber=0.0, circleci=0.0, tcp/ip=0.0, pig=0.0, jms=0.0, natural langauge processing=0.0, webpack=0.0, yocto=0.0, apache spark=0.0, j2ee=0.0, html=0.0, orientdb=0.0, etl=0.0, adworks=0.0, unreal engine=0.0, matlab=0.0, maven=0.0, less=0.0, Andriod Studio=0.0, visual studio=0.0, maya=0.0, google protocol buffers=0.0, angularjs=0.0, soap=0.0, unix=0.0, elixir=0.0, samza=0.0, scala=0.0, crystal reports=0.0, jade=0.0, firebasemessaging=0.0, grunt=0.0, qml=0.0, rust=0.0, unity=0.0, git=0.0, postgresql=0.0, web/db=0.0, jpa=0.0, mongodb=0.0, dhcp=0.0, rest=0.0, steamworks=0.0, chef=0.0, jeria=0.0, mfc=0.0, ruby=0.0, puppet=0.0, tableau=0.0, fraud managment=0.0, ceph=0.0, srcum=0.0, lua=0.0, qnx=0.0, vuejs=0.0, xslt=0.0, scikit=0.0, opencv=0.0}",foxpro
5ad293701603e7d3a4c1259c,"{html=0.3904761904761905, agile=0.38095238095238093, javascript=0.35714285714285715, spring=0.3333333333333333, sql=0.29523809523809524, css=0.24761904761904763, j2ee=0.19047619047619047, jquery=0.18095238095238095, rest=0.18095238095238095, oracle=0.1619047619047619}",java
5ad2a1fd160347c29e7e8668,"{java=0.5, python=0.4642857142857143, sql=0.39285714285714285, agile=0.35714285714285715, linux=0.35714285714285715, c#=0.32142857142857145, c=0.25, windows=0.25, html=0.25, javascript=0.17857142857142858}",c++
5ad2ac6f16035798138c1bf8,"{html=0.47761194029850745, javascript=0.42786069651741293, agile=0.42786069651741293, sql=0.3582089552238806, spring=0.32338308457711445, css=0.2835820895522388, rest=0.20398009950248755, oracle=0.1691542288557214, j2ee=0.16417910447761194, xml=0.15920398009950248}",java
5ad2ad32160327999584e00c,"{agile=0.40641711229946526, javascript=0.3850267379679144, html=0.3850267379679144, spring=0.36363636363636365, sql=0.32620320855614976, css=0.2620320855614973, rest=0.21390374331550802, j2ee=0.20855614973262032, git=0.19786096256684493, jquery=0.18716577540106952}",java
5ad2adaf160327999584e00d,"{java=0.9767441860465116, agile=0.5348837209302325, spring=0.5348837209302325, html=0.5116279069767442, sql=0.4186046511627907, javascript=0.3488372093023256, rest=0.3023255813953488, css=0.2558139534883721, soap=0.2558139534883721, oracle=0.23255813953488372}",j2ee
5ad2b3ea1603adbd902a775e,"{html=0.8669950738916257, javascript=0.7142857142857143, jquery=0.3054187192118227, agile=0.27586206896551724, php=0.2660098522167488, react=0.17733990147783252, git=0.1724137931034483, bootstrap=0.1625615763546798, angular=0.14285714285714285, java=0.13793103448275862}",css
5ad2b7a416030c57878cc0a8,"{excel=0.4878048780487805, html=0.2926829268292683, go=0.14634146341463414, oracle=0.0975609756097561, sql=0.0975609756097561, javascript=0.04878048780487805, big data=0.04878048780487805, json=0.04878048780487805, hive=0.04878048780487805, pig=0.04878048780487805}",stata
5ad2b7ce16030c57878cc0a9,"{agile=1.0, javascript=0.75, hibernate=0.75, spring=0.75, oracle=0.75, j2ee=0.75, jira=0.75, maven=0.75, soap=0.75, jquery=0.75}",jackrabbit
